GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
37061ROSE,0,Voting District ROSE,Duplin,3377,1559,1076,700,14,6,22,2546,1252,839,426,12,6,11,1239,699,536,754,485
37061SMCA,0,Voting District SMCA,Duplin,2062,1471,321,239,2,11,18,1538,1156,227,142,2,7,4,714,197,511,262,452
37061GLIS,0,Voting District GLIS,Duplin,1716,1047,83,571,4,3,8,1258,835,68,344,3,3,5,419,76,335,147,272
37061WOLF,0,Voting District WOLF,Duplin,4126,2442,216,1407,18,9,34,2958,1899,171,850,12,8,18,883,219,655,313,570
3706333,0,Voting District 33,Durham,8481,3235,3379,754,857,24,232,6814,2874,2538,532,722,21,127,3733,2907,772,2677,1056
3706347,0,Voting District 47,Durham,2589,93,2082,370,2,6,36,1952,76,1623,226,2,5,20,1611,1558,50,1554,57
3706335,0,Voting District 35,Durham,9834,5382,2738,667,745,46,256,7323,4207,1976,423,574,33,110,5685,4119,1497,3833,1852
3706318,0,Voting District 18,Durham,5173,311,2506,2255,23,11,67,3559,288,1787,1426,16,9,33,1488,1405,82,1393,95
3706352,0,Voting District 52,Durham,5978,584,3972,1256,34,23,109,4069,526,2654,788,27,18,56,2622,2339,276,2323,299
3706348,0,Voting District 48,Durham,2306,1325,668,148,101,4,60,1841,1104,529,91,84,4,29,1414,1087,314,1007,407
3706302,0,Voting District 02,Durham,4941,2289,1221,790,518,9,114,4258,2133,967,562,498,9,89,2415,2097,295,2063,352
3706326,0,Voting District 26,Durham,1817,1469,246,66,6,4,26,1460,1174,215,48,6,2,15,1097,439,648,457,640
3706305,0,Voting District 05,Durham,10049,3344,2582,1912,2040,23,148,8984,3282,2107,1481,1965,22,127,3154,2647,484,2594,560
3706329,0,Voting District 29,Durham,6145,2675,2278,1042,26,23,101,4587,2280,1616,596,23,15,57,2768,1583,1168,1568,1200
3706332,0,Voting District 32,Durham,3213,2556,326,188,93,7,43,2576,2126,238,114,74,6,18,1763,839,911,740,1023
3706330-2,0,Voting District 30-2,Durham,9369,2233,5948,861,122,24,181,6595,1872,4023,508,96,17,79,5008,4121,863,3800,1208
3706308,0,Voting District 08,Durham,2747,754,1523,347,40,15,68,2156,675,1180,209,29,14,49,1389,1314,67,1291,98
3706307,0,Voting District 07,Durham,2609,1771,390,260,113,1,74,2332,1625,331,209,108,1,58,1458,1304,138,1272,186
3706325,0,Voting District 25,Durham,4074,3213,493,215,73,5,75,3282,2672,393,130,48,5,34,2511,1032,1437,1086,1425
3706345,0,Voting District 45,Durham,6717,4578,1402,356,216,21,144,5158,3656,1041,217,162,15,67,4103,2217,1852,2215,1888
3706338,0,Voting District 38,Durham,9238,3850,2186,2106,832,21,243,7430,3310,1777,1446,724,17,156,3773,2762,988,2662,1111
3706337,0,Voting District 37,Durham,6429,4578,889,637,209,16,100,5086,3745,707,401,165,12,56,3740,1905,1793,1887,1853
3706317,0,Voting District 17,Durham,4448,349,3084,907,20,16,72,3261,335,2233,617,15,14,47,1797,1762,31,1741,56
3706323,0,Voting District 23,Durham,8140,1657,5323,732,215,25,188,5788,1402,3675,451,149,22,89,3931,3364,540,3320,611
3706344,0,Voting District 44,Durham,7653,5426,1480,304,291,16,136,5760,4252,1073,162,195,14,64,4855,2635,2185,2549,2306
3706319,0,Voting District 19,Durham,4671,962,2623,940,24,9,113,3313,845,1823,551,24,9,61,2110,1862,236,1830,280
3706306,0,Voting District 06,Durham,3385,1203,645,1389,104,7,37,2544,999,514,936,69,5,21,1288,1110,159,1079,209
3706346,0,Voting District 46,Durham,6673,1860,2618,1865,172,15,143,4923,1654,1894,1166,131,8,70,2483,1899,562,1860,623
3706324,0,Voting District 24,Durham,5003,2809,1381,593,126,8,86,4037,2506,1012,370,102,7,40,2966,1794,1152,1788,1178
3706343,0,Voting District 43,Durham,7345,5629,529,316,706,17,148,5830,4524,418,223,578,11,76,4644,3243,1371,2988,1656
3706339,0,Voting District 39,Durham,3723,2784,618,134,114,14,59,2839,2120,497,94,91,10,27,2624,1641,967,1526,1098
3706353-2,0,Voting District 53-2,Durham,4556,3382,540,205,312,10,107,3886,2945,432,157,281,6,65,2715,2014,668,1800,916
3706322,0,Voting District 22,Durham,7535,1027,5306,993,72,14,123,5377,900,3739,605,51,10,72,3288,3075,205,3025,263
3706313,0,Voting District 13,Durham,2145,26,1900,173,2,6,38,1343,23,1190,103,2,6,19,888,874,14,862,26
3706350,0,Voting District 50,Durham,4761,2861,1036,394,341,9,120,3912,2450,811,281,297,5,68,2563,1800,733,1714,849
3706336,0,Voting District 36,Durham,5174,1693,1443,1668,224,16,130,3928,1434,1086,1128,188,12,80,1955,1564,374,1523,432
3706328,0,Voting District 28,Durham,4317,3427,615,124,67,14,70,3380,2737,477,73,48,10,35,2694,1168,1497,1170,1524
3706334,0,Voting District 34,Durham,11492,2628,6433,1560,607,18,246,8679,2182,4902,991,461,16,127,5674,5034,606,4908,766
3706309,0,Voting District 09,Durham,3198,1712,1150,215,69,4,48,2516,1428,877,129,57,4,21,2139,1745,379,1682,457
3706303,0,Voting District 03,Durham,2303,1674,160,295,119,4,51,2030,1529,141,205,111,4,40,1353,1169,173,1118,234
3706304,0,Voting District 04,Durham,1793,1467,120,85,66,4,51,1425,1213,87,52,48,4,21,1266,1002,252,968,298
3706310,0,Voting District 10,Durham,2049,130,1669,221,2,2,25,1650,126,1361,141,2,1,19,891,873,18,856,34
3706321,0,Voting District 21,Durham,2567,1341,646,476,43,1,60,2054,1179,506,301,37,0,31,1368,1075,278,1087,281
3706320,0,Voting District 20,Durham,3109,1431,702,857,43,9,67,2493,1263,562,574,41,9,44,1410,1225,170,1222,188
3706301,0,Voting District 01,Durham,2482,706,767,912,34,8,55,1808,591,553,607,28,7,22,837,714,112,702,135
3706315,0,Voting District 15,Durham,2671,257,1601,764,2,4,43,1900,227,1155,482,2,4,30,930,865,59,846,84
3706314,0,Voting District 14,Durham,3506,362,2160,919,4,10,51,2483,326,1530,593,3,10,21,1380,1252,125,1237,143
3706355,0,Voting District 55,Durham,5040,88,4559,275,7,31,80,4212,83,3869,174,6,20,60,3471,3427,37,3372,99
3706341,0,Voting District 41,Durham,1703,33,1541,92,6,9,22,1331,28,1220,52,4,9,18,1199,1175,16,1166,34
3706342,0,Voting District 42,Durham,1648,24,1413,178,0,11,22,1288,22,1134,113,0,5,14,1077,1066,9,1050,27
3706312,0,Voting District 12,Durham,835,23,733,57,5,1,16,670,18,593,43,5,1,10,534,529,4,523,11
3706316,0,Voting District 16,Durham,2808,1686,749,135,145,8,85,2303,1382,643,103,117,8,50,1729,1314,399,1211,518
3706354,0,Voting District 54,Durham,9293,3777,3667,741,834,17,257,7495,3271,2872,513,676,16,147,4769,3862,846,3654,1115
3706340,0,Voting District 40,Durham,2585,1118,871,456,56,10,74,2016,973,649,301,46,8,39,1537,1339,182,1286,251
3706327,0,Voting District 27,Durham,3392,2740,301,176,118,2,55,2948,2436,241,129,104,2,36,2234,1529,696,1408,826
3706351,0,Voting District 51,Durham,5848,3904,1028,299,442,15,160,4702,3232,793,219,367,14,77,4057,3068,947,2860,1197
3706331,0,Voting District 31,Durham,5353,2396,1925,763,130,22,117,4070,2010,1397,471,108,18,66,2515,1557,926,1495,1020
3706330-1,0,Voting District 30-1,Durham,8257,3213,3192,1439,218,39,156,6122,2694,2281,869,179,32,67,3601,2427,1145,2406,1195
3706353-1,0,Voting District 53-1,Durham,4417,2652,903,195,525,14,128,3488,2146,708,143,412,12,67,2393,1729,645,1575,818
370650701,0,Voting District 0701,Edgecombe,3524,1031,2268,177,9,20,19,2753,879,1728,110,8,18,10,1292,1022,269,1050,242
370650101,0,Voting District 0101,Edgecombe,3800,445,3244,87,2,2,20,2774,360,2346,53,2,2,11,1913,1776,133,1755,158
370650601,0,Voting District 0601,Edgecombe,1560,455,1011,62,1,1,30,1207,373,775,39,1,1,18,759,599,156,600,159
370651204,0,Voting District 1204,Edgecombe,2460,103,2295,16,1,12,33,1750,89,1635,8,1,5,12,1327,1275,50,1268,60
370650104,0,Voting District 0104,Edgecombe,2997,1493,1383,99,12,0,10,2238,1244,917,65,7,0,5,1527,794,726,867,660
370651202,0,Voting District 1202,Edgecombe,3326,189,3049,30,2,11,45,2405,166,2191,14,2,11,21,1444,1407,36,1391,53
370650501,0,Voting District 0501,Edgecombe,1282,546,435,274,2,3,22,932,436,326,162,2,1,5,407,230,177,249,158
370650801,0,Voting District 0801,Edgecombe,2554,1549,774,195,1,2,33,1857,1166,557,115,1,2,16,900,380,515,453,447
370651001,0,Voting District 1001,Edgecombe,3303,1647,1556,71,6,8,15,2520,1334,1136,40,3,7,0,1595,901,687,974,621
370651401,0,Voting District 1401,Edgecombe,1818,1416,352,22,1,1,26,1329,1079,225,14,1,1,9,683,166,514,206,477
370650401,0,Voting District 0401,Edgecombe,910,403,463,34,5,2,3,700,312,366,19,2,1,0,445,279,165,303,142
370650301,0,Voting District 0301,Edgecombe,737,384,297,41,0,1,14,573,306,241,20,0,0,6,321,189,132,200,120
370651203,0,Voting District 1203,Edgecombe,4623,2364,2098,105,8,7,41,3525,1914,1506,63,7,6,29,2162,1160,993,1181,981
370651205,0,Voting District 1205,Edgecombe,1822,44,1741,17,1,3,16,1428,29,1375,8,1,3,12,1010,1007,3,997,13
370651201,0,Voting District 1201,Edgecombe,5666,247,5280,60,3,21,55,4130,229,3818,33,2,13,35,2940,2839,98,2802,138
370651301,0,Voting District 1301,Edgecombe,2134,1620,451,32,6,2,23,1595,1219,345,17,3,2,9,837,301,531,361,476
370650901,0,Voting District 0901,Edgecombe,1807,1374,359,44,13,0,17,1402,1095,264,23,10,0,10,819,241,575,329,490
370651101,0,Voting District 1101,Edgecombe,1931,1105,631,157,1,14,23,1436,838,486,89,1,11,11,795,373,419,423,372
370650102,0,Voting District 0102,Edgecombe,4598,2175,2214,138,12,12,47,3689,1904,1666,74,7,7,31,2101,1183,908,1266,835
370650103,0,Voting District 0103,Edgecombe,3794,1857,1517,371,31,4,14,2971,1574,1126,234,25,4,8,1686,735,938,850,836
370650201,0,Voting District 0201,Edgecombe,1906,913,900,72,3,2,16,1459,746,655,47,2,2,7,868,471,396,506,362
37067073,0,Voting District 073,Forsyth,3565,3295,114,85,30,12,29,2721,2540,90,53,21,5,12,2213,704,1488,646,1567
37067067,0,Voting District 067,Forsyth,3205,2233,529,312,43,6,82,2515,1852,382,202,34,5,40,1294,568,711,549,745
37067101,0,Voting District 101,Forsyth,3763,1894,774,992,23,4,76,2669,1554,544,513,19,4,35,1585,817,748,759,826
37067707,0,Voting District 707,Forsyth,2054,1268,469,210,41,5,61,1561,1054,329,124,29,4,21,936,508,422,470,466
37067705,0,Voting District 705,Forsyth,3147,1870,804,294,124,3,52,2567,1658,607,184,90,3,25,1424,901,509,846,578
37067053,0,Voting District 053,Forsyth,2450,2124,156,84,53,5,28,1820,1601,112,61,35,2,9,1381,452,914,419,962
37067075,0,Voting District 075,Forsyth,859,791,25,20,11,1,11,691,646,23,10,7,1,4,477,151,325,151,326
37067808,0,Voting District 808,Forsyth,5761,2671,1714,787,445,12,132,4400,2228,1303,513,283,10,63,2354,1528,804,1402,952
37067131,0,Voting District 131,Forsyth,3927,3244,406,124,77,6,70,2920,2472,292,70,46,4,36,2189,888,1275,830,1359
37067404,0,Voting District 404,Forsyth,3546,670,2502,250,30,5,89,2928,657,2011,182,26,4,48,1384,1308,68,1289,95
37067015,0,Voting District 015,Forsyth,2439,2032,221,110,41,3,32,1886,1612,162,70,28,3,11,1132,399,724,375,757
37067074,0,Voting District 074,Forsyth,4141,3266,408,179,200,7,81,3161,2581,299,111,132,6,32,2046,938,1091,842,1204
37067062,0,Voting District 062,Forsyth,2435,2078,200,96,32,4,25,1845,1611,147,56,18,4,9,1440,516,908,498,942
37067501,0,Voting District 501,Forsyth,3080,419,2074,532,5,6,44,2279,366,1591,290,4,6,22,1535,1430,100,1393,142
37067502,0,Voting District 502,Forsyth,2719,176,1658,837,13,2,33,1888,151,1283,422,11,2,19,1055,1010,45,989,66
37067072,0,Voting District 072,Forsyth,8360,6174,668,1086,295,12,125,5895,4609,457,582,203,12,32,3539,1376,2133,1270,2269
37067132,0,Voting District 132,Forsyth,4345,3656,420,115,81,15,58,3261,2796,306,70,51,11,27,2516,993,1495,976,1540
37067034,0,Voting District 034,Forsyth,3332,2344,481,426,14,6,61,2519,1905,336,239,12,6,21,1366,522,830,514,852
37067081,0,Voting District 081,Forsyth,5284,2548,1735,787,82,31,101,3959,2110,1257,460,60,19,53,2059,1265,778,1144,915
37067908,0,Voting District 908,Forsyth,3512,2990,268,92,110,5,47,2446,2103,194,53,73,4,19,2157,902,1238,817,1340
37067052,0,Voting District 052,Forsyth,1489,1370,44,24,24,1,26,1212,1123,34,20,18,1,16,958,362,590,346,612
37067906,0,Voting District 906,Forsyth,4068,2884,746,259,77,3,99,3197,2381,537,170,62,3,44,2384,1340,1016,1208,1176
37067071,0,Voting District 071,Forsyth,4679,3990,276,180,136,5,92,3413,2989,194,102,87,4,37,2552,983,1554,922,1630
37067602,0,Voting District 602,Forsyth,5762,3104,1764,614,131,18,131,4468,2639,1254,390,104,15,66,2877,1738,1113,1594,1283
37067123,0,Voting District 123,Forsyth,3643,2594,606,228,134,8,73,3019,2230,476,158,103,8,44,1826,844,965,768,1058
37067807,0,Voting District 807,Forsyth,2431,1896,207,92,195,1,40,1877,1514,147,68,126,1,21,1454,669,776,627,827
37067809,0,Voting District 809,Forsyth,3085,2796,103,74,82,2,28,2313,2126,80,47,46,2,12,2099,928,1156,833,1266
37067111,0,Voting District 111,Forsyth,2582,2278,164,95,1,16,28,2046,1844,126,47,1,14,14,1349,401,942,415,934
37067909,0,Voting District 909,Forsyth,1801,1203,396,147,28,11,16,1356,956,284,87,18,6,5,1005,523,473,490,515
37067904,0,Voting District 904,Forsyth,4244,1083,1737,1303,33,11,77,3050,939,1321,725,21,10,34,1477,1130,335,1078,399
37067064,0,Voting District 064,Forsyth,1938,1453,165,275,8,6,31,1535,1199,132,177,8,5,14,838,349,477,333,505
37067207,0,Voting District 207,Forsyth,4755,1077,1991,1503,92,9,83,3324,956,1400,856,72,6,34,1511,1177,322,1107,404
37067083,0,Voting District 083,Forsyth,3611,1603,1514,375,21,13,85,2691,1270,1159,204,14,9,35,1632,1132,496,1059,573
37067033,0,Voting District 033,Forsyth,4131,1988,1299,721,45,18,60,3102,1682,919,421,31,16,33,1606,913,681,876,730
37067122,0,Voting District 122,Forsyth,6860,4067,1839,538,266,13,137,5005,3165,1245,348,176,12,59,3191,1728,1433,1583,1608
37067801,0,Voting District 801,Forsyth,1410,1183,97,52,38,12,28,1225,1063,76,41,26,7,12,994,504,483,488,506
37067907,0,Voting District 907,Forsyth,2485,1776,396,198,69,3,43,2050,1537,293,135,58,3,24,1457,814,625,752,705
37067201,0,Voting District 201,Forsyth,7208,2013,3745,1153,140,15,142,5679,1884,2839,739,115,13,89,2428,2093,325,2023,405
37067709,0,Voting District 709,Forsyth,3504,2152,859,225,196,7,65,2868,1915,621,152,136,7,37,1523,788,728,746,777
37067905,0,Voting District 905,Forsyth,4382,2969,885,198,236,10,84,3956,2843,687,151,206,7,62,1504,1012,477,931,573
37067903,0,Voting District 903,Forsyth,4205,3114,694,135,168,5,89,3945,3000,576,126,161,4,78,2211,1425,772,1329,882
37067901,0,Voting District 901,Forsyth,2018,1825,110,39,20,0,24,1617,1471,84,33,14,0,15,1379,836,534,766,613
37067701,0,Voting District 701,Forsyth,1783,1317,306,79,41,10,30,1486,1102,273,55,30,5,21,959,476,478,428,531
37067806,0,Voting District 806,Forsyth,2317,1958,173,103,40,5,38,1963,1720,123,72,26,5,17,1473,620,844,575,898
37067708,0,Voting District 708,Forsyth,5555,3159,1422,634,187,5,148,4178,2597,1009,376,134,5,57,2589,1409,1158,1304,1285
37067706,0,Voting District 706,Forsyth,1955,1266,458,169,17,7,38,1492,1043,316,100,14,5,14,964,574,385,546,418
37067802,0,Voting District 802,Forsyth,1813,1745,15,33,14,0,6,1375,1326,9,28,8,0,4,1265,544,712,504,761
37067803,0,Voting District 803,Forsyth,1954,1898,10,16,8,0,22,1471,1434,8,13,8,0,8,1378,508,866,452,926
37067065,0,Voting District 065,Forsyth,4897,3940,514,240,137,10,56,3847,3186,375,151,100,10,25,2625,913,1705,866,1759
37067702,0,Voting District 702,Forsyth,2084,1592,210,83,152,4,43,1749,1386,168,62,114,3,16,1222,787,421,723,499
37067011,0,Voting District 011,Forsyth,6279,4611,897,465,163,24,119,4526,3463,613,283,106,17,44,3117,1279,1801,1187,1930
37067605,0,Voting District 605,Forsyth,5456,2288,2008,907,127,14,112,4144,1946,1515,521,93,14,55,2251,1461,768,1343,908
37067206,0,Voting District 206,Forsyth,2757,360,1671,661,7,14,44,2039,316,1265,418,6,9,25,1234,1107,124,1076,158
37067306,0,Voting District 306,Forsyth,3498,637,1642,1145,3,10,61,2324,538,1082,668,2,9,25,1042,901,135,848,194
37067204,0,Voting District 204,Forsyth,2521,355,1638,424,43,9,52,1821,317,1211,216,38,8,31,1120,1033,86,1004,116
37067405,0,Voting District 405,Forsyth,4027,113,3243,550,4,9,108,3194,85,2753,269,4,9,74,2119,2101,13,2044,75
37067504,0,Voting District 504,Forsyth,2807,552,1304,864,3,13,71,1974,484,951,498,3,10,28,920,798,115,759,161
37067068,0,Voting District 068,Forsyth,3233,2835,221,98,17,14,48,2318,2065,164,50,12,9,18,1845,650,1171,593,1252
37067606,0,Voting District 606,Forsyth,3065,1339,857,747,31,7,84,2254,1162,602,432,24,5,29,1240,743,485,691,549
37067503,0,Voting District 503,Forsyth,2888,1053,1005,722,29,18,61,2203,940,748,443,22,12,38,1141,975,159,942,199
37067805,0,Voting District 805,Forsyth,2666,2465,68,54,42,1,36,2102,1977,43,33,31,1,17,1872,832,1018,759,1113
37067603,0,Voting District 603,Forsyth,3149,1620,725,692,47,4,61,2462,1419,564,400,40,4,35,1343,981,346,949,394
37067804,0,Voting District 804,Forsyth,1450,1337,55,30,7,7,14,1092,1024,37,16,7,5,3,1000,453,538,416,584
37067401,0,Voting District 401,Forsyth,3534,383,2042,1049,8,3,49,2453,309,1542,568,5,3,26,1173,1090,79,1053,120
37067112,0,Voting District 112,Forsyth,4517,3552,668,192,17,27,61,3353,2690,496,108,13,19,27,1999,792,1184,762,1237
37067021,0,Voting District 021,Forsyth,4711,4283,233,132,10,17,36,3694,3394,181,80,6,15,18,2389,649,1708,686,1703
37067066,0,Voting District 066,Forsyth,4138,2919,289,804,59,5,62,3061,2322,199,466,49,5,20,1520,494,1009,490,1030
37067012,0,Voting District 012,Forsyth,3884,3358,182,258,42,11,33,3021,2677,145,150,25,9,15,1820,500,1297,522,1298
37067061,0,Voting District 061,Forsyth,3755,2419,356,868,49,11,52,2858,2007,259,522,34,8,28,1371,557,794,547,824
37067082,0,Voting District 082,Forsyth,5448,3125,1926,280,40,17,60,4197,2524,1444,167,29,12,21,2886,1598,1267,1526,1360
37067014,0,Voting District 014,Forsyth,3034,2587,205,121,59,12,50,2450,2122,161,86,49,10,22,1475,448,1006,451,1024
37067304,0,Voting District 304,Forsyth,2603,40,2355,136,10,6,56,1972,39,1825,64,6,5,33,1670,1648,18,1614,56
37067601,0,Voting District 601,Forsyth,2588,1442,650,337,74,17,68,2221,1372,511,219,64,13,42,1102,783,306,727,375
37067013,0,Voting District 013,Forsyth,5209,4037,751,233,92,19,77,3896,3108,536,145,64,13,30,2530,1098,1410,1000,1530
37067043,0,Voting District 043,Forsyth,5964,2492,1151,2219,22,19,61,4129,2045,813,1217,15,16,23,1782,901,863,836,946
37067607,0,Voting District 607,Forsyth,3012,2043,617,223,65,12,52,2519,1810,474,145,56,9,25,1712,918,777,877,835
37067604,0,Voting District 604,Forsyth,4232,1048,906,2153,59,3,63,2819,893,630,1225,46,3,22,920,700,214,640,280
37067063,0,Voting District 063,Forsyth,5332,4232,681,253,53,18,95,3937,3273,431,139,41,13,40,2933,981,1922,925,2008
37067704,0,Voting District 704,Forsyth,2314,1795,342,91,37,9,40,1840,1493,240,53,30,8,16,1310,815,484,768,542
37067301,0,Voting District 301,Forsyth,1677,17,1437,198,0,8,17,1168,16,1044,99,0,4,5,754,748,5,708,46
37067302,0,Voting District 302,Forsyth,1930,113,1342,445,2,8,20,1388,91,1028,249,2,6,12,851,828,20,798,53
37067505,0,Voting District 505,Forsyth,4156,818,1715,1522,16,4,81,2696,673,1167,811,12,4,29,1231,1013,212,981,250
37067305,0,Voting District 305,Forsyth,1876,98,1651,71,5,1,50,1411,77,1266,41,4,1,22,1144,1126,17,1104,40
37067403,0,Voting District 403,Forsyth,2891,234,2300,303,6,10,38,2235,228,1786,182,4,7,28,1184,1154,28,1134,50
37067507,0,Voting District 507,Forsyth,8080,3305,2933,1557,73,17,195,5528,2591,1905,901,53,14,64,2965,1867,1074,1692,1273
37067205,0,Voting District 205,Forsyth,1201,47,1027,93,0,2,32,890,30,786,55,0,2,17,605,596,7,586,19
37067203,0,Voting District 203,Forsyth,2569,22,2241,244,9,10,43,1684,20,1506,128,6,6,18,1091,1081,9,1062,29
37067902,0,Voting District 902,Forsyth,2165,1290,587,185,36,6,61,1909,1181,516,127,34,6,45,1070,876,180,815,255
37067402,0,Voting District 402,Forsyth,2138,51,1890,164,0,3,30,1489,41,1329,102,0,3,14,1038,1034,3,1011,27
37067506,0,Voting District 506,Forsyth,2769,1371,666,676,16,6,34,1977,1134,422,390,12,3,16,1094,633,444,602,492
37067303,0,Voting District 303,Forsyth,1516,22,1281,170,0,2,41,946,17,836,77,0,1,15,570,566,1,552,18
37067703,0,Voting District 703,Forsyth,1572,1330,55,107,54,2,24,1246,1065,39,79,48,2,13,920,574,331,526,394
37067042,0,Voting District 042,Forsyth,4714,2560,1028,958,59,18,91,3404,2110,690,509,46,13,36,1761,851,890,792,969
37067091,0,Voting District 091,Forsyth,3100,2671,294,79,11,15,30,2447,2144,219,49,7,14,14,1500,493,990,514,986
37067092,0,Voting District 092,Forsyth,2366,2169,100,62,13,8,14,1890,1747,86,32,10,6,9,1304,394,897,398,906
37067032,0,Voting District 032,Forsyth,3265,2598,461,122,32,9,43,2560,2100,343,76,22,6,13,1755,689,1051,678,1077
37067031,0,Voting District 031,Forsyth,2756,1935,616,161,7,5,32,2128,1591,417,94,7,5,14,1421,606,801,587,834
37067054,0,Voting District 054,Forsyth,3206,2904,140,74,63,0,25,2429,2210,118,48,42,0,11,2038,765,1256,698,1340
37067055,0,Voting District 055,Forsyth,3873,3199,203,151,261,5,54,2866,2423,162,94,171,4,12,2212,806,1393,741,1471
37067051,0,Voting District 051,Forsyth,3862,3167,266,299,88,5,37,2992,2511,197,202,63,4,15,1969,724,1220,683,1286
